family	group	method	percent_ref	avg_BS
family_388	group2 len = 46	Supermatrix-ME	0.859333333333333	0.588791666666667
family_389	group2 len = 46	Supermatrix-ME	0.923	0.702395833333333
family_390	group2 len = 46	Supermatrix-ME	0.768666666666667	0.456104166666667
family_391	group2 len = 46	Supermatrix-ME	0.673333333333333	0.503864583333333
family_392	group2 len = 46	Supermatrix-ME	0.717	0.55771875
family_393	group2 len = 46	Supermatrix-ME	0.764666666666667	0.498625
family_394	group2 len = 46	Supermatrix-ME	0.674333333333333	0.489645833333333
family_395	group2 len = 46	Supermatrix-ME	0.661	0.399010416666667
family_396	group2 len = 46	Supermatrix-ME	0.674	0.3935625
family_397	group2 len = 46	Supermatrix-ME	0.899333333333333	0.571895833333333
family_398	group2 len = 46	Supermatrix-ME	0.600333333333333	0.46059375
family_399	group2 len = 46	Supermatrix-ME	0.668	0.561729166666667
family_400	group2 len = 46	Supermatrix-ME	0.752333333333333	0.594739583333333
family_401	group1 len = 32	Supermatrix-ME	0.778	0.391645833333333
family_402	group1 len = 32	Supermatrix-ME	0.403666666666667	0.384333333333333
family_403	group1 len = 32	Supermatrix-ME	0.632333333333333	0.379145833333333
family_404	group1 len = 32	Supermatrix-ME	0.494	0.34590625
family_405	group1 len = 32	Supermatrix-ME	0.902	0.569666666666667
family_406	group1 len = 32	Supermatrix-ME	0.429	0.327802083333333
family_407	group1 len = 32	Supermatrix-ME	0.516666666666667	0.348885416666667
family_408	group1 len = 32	Supermatrix-ME	0.776333333333333	0.594739583333333
family_409	group1 len = 32	Supermatrix-ME	0.533333333333333	0.443833333333333
family_410	group1 len = 32	Supermatrix-ME	0.358333333333333	0.225802083333333
family_411	group1 len = 32	Supermatrix-ME	0.765666666666667	0.47140625
family_412	group1 len = 32	Supermatrix-ME	0.554666666666667	0.442739583333333
family_413	group1 len = 32	Supermatrix-ME	0.6	0.432375
family_414	group1 len = 32	Supermatrix-ME	0.590666666666667	0.403697916666667
family_415	group1 len = 32	Supermatrix-ME	0.448333333333333	0.335520833333333
family_416	group1 len = 32	Supermatrix-ME	0.733333333333333	0.41296875
family_417	group1 len = 32	Supermatrix-ME	0.642	0.503822916666667
family_418	group1 len = 32	Supermatrix-ME	0.699666666666667	0.3593125
family_419	group1 len = 32	Supermatrix-ME	0.769666666666667	0.596979166666667
family_420	group1 len = 32	Supermatrix-ME	0.769666666666667	0.522395833333333
family_421	group1 len = 32	Supermatrix-ME	0.651666666666667	0.513583333333333
family_422	group1 len = 32	Supermatrix-ME	0.514333333333333	0.439260416666667
family_423	group1 len = 32	Supermatrix-ME	0.559	0.43134375
family_424	group1 len = 32	Supermatrix-ME	0.592333333333333	0.548114583333333
family_425	group1 len = 32	Supermatrix-ME	0.621666666666667	0.410854166666667
family_426	group1 len = 32	Supermatrix-ME	0.684	0.463854166666667
family_427	group1 len = 32	Supermatrix-ME	0.795	0.63946875
family_428	group1 len = 32	Supermatrix-ME	0.541	0.412635416666667
family_429	group1 len = 32	Supermatrix-ME	0.808	0.49821875
family_430	group1 len = 32	Supermatrix-ME	0.637	0.514927083333333
family_431	group1 len = 32	Supermatrix-ME	0.552666666666667	0.394072916666667
family_432	group1 len = 32	Supermatrix-ME	0.706	0.419802083333333
family_433	group1 len = 32	Supermatrix-ME	0.563	0.4625
family_434	group1 len = 32	Supermatrix-ME	0.660666666666667	0.485416666666667
family_435	group1 len = 32	Supermatrix-ME	0.587	0.453989583333333
family_436	group1 len = 32	Supermatrix-ME	0.680333333333333	0.388947916666667
family_437	group1 len = 32	Supermatrix-ME	0.784333333333333	0.53540625
family_438	group1 len = 32	Supermatrix-ME	0.664	0.359947916666667
family_439	group1 len = 32	Supermatrix-ME	0.528333333333333	0.3465625
family_440	group1 len = 32	Supermatrix-ME	0.606666666666667	0.470739583333333
family_441	group1 len = 32	Supermatrix-ME	0.502	0.412114583333333
family_442	group1 len = 32	Supermatrix-ME	0.562	0.34821875
family_443	group1 len = 32	Supermatrix-ME	0.335333333333333	0.308333333333333
family_444	group1 len = 32	Supermatrix-ME	0.507	0.443447916666667
family_445	group1 len = 32	Supermatrix-ME	0.721666666666667	0.64653125
family_446	group1 len = 32	Supermatrix-ME	0.781666666666667	0.46090625
family_447	group1 len = 32	Supermatrix-ME	0.636	0.51915625
family_448	group1 len = 32	Supermatrix-ME	0.599333333333333	0.477979166666667
family_449	group1 len = 32	Supermatrix-ME	0.737	0.546666666666667
family_450	group1 len = 32	Supermatrix-ME	0.746333333333333	0.474708333333333
family_451	group1 len = 32	Supermatrix-ME	0.492	0.367927083333333
family_452	group1 len = 32	Supermatrix-ME	0.623666666666667	0.471947916666667
family_453	group1 len = 32	Supermatrix-ME	0.329666666666667	0.249416666666667
family_454	group1 len = 32	Supermatrix-ME	0.675333333333333	0.466885416666667
family_455	group1 len = 32	Supermatrix-ME	0.614666666666667	0.4040625
family_456	group1 len = 32	Supermatrix-ME	0.469666666666667	0.375458333333333
family_457	group1 len = 32	Supermatrix-ME	0.67	0.450333333333333
family_458	group1 len = 32	Supermatrix-ME	0.695	0.5308125
family_459	group1 len = 32	Supermatrix-ME	0.826	0.38384375
family_460	group1 len = 32	Supermatrix-ME	0.539	0.478895833333333
family_461	group1 len = 32	Supermatrix-ME	0.543333333333333	0.420958333333333
family_462	group1 len = 32	Supermatrix-ME	0.615666666666667	0.364739583333333
family_463	group1 len = 32	Supermatrix-ME	0.727	0.486291666666667
family_464	group1 len = 32	Supermatrix-ME	0.699666666666667	0.455697916666667
family_465	group1 len = 32	Supermatrix-ME	0.538333333333333	0.32765625
family_466	group1 len = 32	Supermatrix-ME	0.624333333333333	0.535572916666667
family_467	group1 len = 32	Supermatrix-ME	0.782666666666667	0.587083333333333
family_468	group1 len = 32	Supermatrix-ME	0.494	0.294760416666667
family_469	group1 len = 32	Supermatrix-ME	0.792333333333333	0.592010416666667
family_470	group1 len = 32	Supermatrix-ME	0.281666666666667	0.348625
family_471	group1 len = 32	Supermatrix-ME	0.556666666666667	0.392895833333333
family_472	group1 len = 32	Supermatrix-ME	0.721	0.64309375
family_473	group1 len = 32	Supermatrix-ME	0.703	0.522708333333333
family_474	group1 len = 32	Supermatrix-ME	0.644	0.50234375
family_475	group1 len = 32	Supermatrix-ME	0.757333333333333	0.5423125
family_476	group1 len = 32	Supermatrix-ME	0.296666666666667	0.304177083333333
family_477	group1 len = 32	Supermatrix-ME	0.680333333333333	0.484604166666667
family_478	group1 len = 32	Supermatrix-ME	0.821333333333333	0.396927083333333
family_479	group1 len = 32	Supermatrix-ME	0.678333333333333	0.369677083333333
family_480	group1 len = 32	Supermatrix-ME	0.596666666666667	0.507666666666667
family_481	group1 len = 32	Supermatrix-ME	0.611333333333333	0.538416666666667
family_482	group1 len = 32	Supermatrix-ME	0.542666666666667	0.455197916666667
family_483	group1 len = 32	Supermatrix-ME	0.519333333333333	0.381447916666667
family_484	group1 len = 32	Supermatrix-ME	0.624333333333333	0.3375625
family_485	group1 len = 32	Supermatrix-ME	0.590333333333333	0.43428125
family_486	group1 len = 32	Supermatrix-ME	0.799333333333333	0.535979166666667
family_487	group1 len = 32	Supermatrix-ME	0.510333333333333	0.463020833333333
family_488	group1 len = 32	Supermatrix-ME	0.567666666666667	0.531958333333333
family_489	group1 len = 32	Supermatrix-ME	0.936	0.640197916666667
family_490	group1 len = 32	Supermatrix-ME	0.748	0.388197916666667
family_491	group1 len = 32	Supermatrix-ME	0.608333333333333	0.435770833333333
family_492	group1 len = 32	Supermatrix-ME	0.403	0.305979166666667
family_493	group1 len = 32	Supermatrix-ME	0.666	0.454552083333333
family_494	group1 len = 32	Supermatrix-ME	0.879666666666667	0.512614583333333
family_495	group1 len = 32	Supermatrix-ME	0.575666666666667	0.479947916666667
family_496	group1 len = 32	Supermatrix-ME	0.491333333333333	0.369916666666667
family_497	group1 len = 32	Supermatrix-ME	0.888333333333333	0.47509375
family_498	group1 len = 32	Supermatrix-ME	0.509666666666667	0.474041666666667
family_499	group1 len = 32	Supermatrix-ME	0.659666666666667	0.426677083333333
family_500	group1 len = 32	Supermatrix-ME	0.699	0.531833333333333
