method family species unit sample rf_val
ST_ML PF00061 RAT 3 8 0.1
ST_ML PF00061 RAT 3 9 0.4
ST_ML PF00061 RAT 3 10 0.4
ST_ML PF00061 RAT 4 1 0.2
ST_ML PF00061 RAT 4 2 0.4
ST_ML PF00061 RAT 4 3 0.3
ST_ML PF00061 RAT 4 4 0.4
ST_ML PF00061 RAT 4 5 0.4
ST_ML PF00061 RAT 4 6 0.3
ST_ML PF00061 RAT 4 7 0.3
ST_ML PF00061 RAT 4 8 0.1
ST_ML PF00061 RAT 4 9 0.4
ST_ML PF00061 RAT 4 10 0.3
ST_ML PF00061 RAT 5 1 0
ST_ML PF00061 RAT 5 2 0.4
ST_ML PF00061 RAT 5 3 0.5
ST_ML PF00061 RAT 5 4 0.4
ST_ML PF00061 RAT 5 5 0.2
ST_ML PF00061 RAT 5 6 0.4
ST_ML PF00061 RAT 5 7 0.3
ST_ML PF00061 RAT 5 8 0.2
ST_ML PF00061 RAT 5 9 0.4
ST_ML PF00061 RAT 5 10 0.3
ST_ML PF00061 RAT 6 1 0.3
ST_ML PF00061 RAT 6 2 0.4
ST_ML PF00061 RAT 6 3 0.4
ST_ML PF00061 RAT 6 4 0.4
ST_ML PF00061 RAT 6 5 0.3
ST_ML PF00061 RAT 6 6 0.4
ST_ML PF00061 RAT 6 7 0.3
ST_ML PF00061 RAT 6 8 0.2
ST_ML PF00061 RAT 6 9 0.3
ST_ML PF00061 RAT 6 10 0.4
SM_ME PF00092 RAT 1 1 0.428571428571429
SM_ME PF00092 RAT 1 2 0.285714285714286
SM_ME PF00092 RAT 1 3 0.285714285714286
SM_ME PF00092 RAT 1 4 0.428571428571429
SM_ME PF00092 RAT 1 5 0.285714285714286
SM_ME PF00092 RAT 1 6 0.428571428571429
SM_ME PF00092 RAT 1 7 0.142857142857143
SM_ME PF00092 RAT 1 8 0.571428571428571
SM_ME PF00092 RAT 1 9 0
SM_ME PF00092 RAT 1 10 0.428571428571429
SM_ME PF00092 RAT 2 1 0.285714285714286
SM_ME PF00092 RAT 2 2 0.142857142857143
SM_ME PF00092 RAT 2 3 0
SM_ME PF00092 RAT 2 4 0.142857142857143
SM_ME PF00092 RAT 2 5 0.142857142857143
SM_ME PF00092 RAT 2 6 0.142857142857143
SM_ME PF00092 RAT 2 7 0
SM_ME PF00092 RAT 2 8 0.142857142857143
SM_ME PF00092 RAT 2 9 0.142857142857143
SM_ME PF00092 RAT 2 10 0.285714285714286
SM_ME PF00092 RAT 3 1 0.428571428571429
SM_ME PF00092 RAT 3 2 0.285714285714286
SM_ME PF00092 RAT 3 3 0
SM_ME PF00092 RAT 3 4 0.142857142857143
SM_ME PF00092 RAT 3 5 0.142857142857143
SM_ME PF00092 RAT 3 6 0.142857142857143
SM_ME PF00092 RAT 3 7 0.428571428571429
SM_ME PF00092 RAT 3 8 0.142857142857143
SM_ME PF00092 RAT 3 9 0.142857142857143
SM_ME PF00092 RAT 3 10 0.285714285714286
SM_ME PF00092 RAT 4 1 0.428571428571429
SM_ME PF00092 RAT 4 2 0.285714285714286
SM_ME PF00092 RAT 4 3 0.142857142857143
SM_ME PF00092 RAT 4 4 0
SM_ME PF00092 RAT 4 5 0.142857142857143
SM_ME PF00092 RAT 4 6 0
SM_ME PF00092 RAT 4 7 0.142857142857143
SM_ME PF00092 RAT 4 8 0.285714285714286
SM_ME PF00092 RAT 4 9 0
SM_ME PF00092 RAT 4 10 0.428571428571429
SM_ME PF00092 RAT 5 1 0.285714285714286
SM_ME PF00092 RAT 5 2 0.142857142857143
SM_ME PF00092 RAT 5 3 0
SM_ME PF00092 RAT 5 4 0.142857142857143
SM_ME PF00092 RAT 5 5 0.142857142857143
SM_ME PF00092 RAT 5 6 0.285714285714286
SM_ME PF00092 RAT 5 7 0.285714285714286
SM_ME PF00092 RAT 5 8 0.142857142857143
SM_ME PF00092 RAT 5 9 0
SM_ME PF00092 RAT 5 10 0.428571428571429
SM_ME PF00092 RAT 6 1 0
SM_ME PF00092 RAT 6 2 0
SM_ME PF00092 RAT 6 3 0
SM_ME PF00092 RAT 6 4 0
SM_ME PF00092 RAT 6 5 0
SM_ME PF00092 RAT 6 6 0
SM_ME PF00092 RAT 6 7 0
SM_ME PF00092 RAT 6 8 0
SM_ME PF00092 RAT 6 9 0
SM_ME PF00092 RAT 6 10 0
SM_ME PF00092 RAT 1 1 0.428571428571429
SM_ME PF00092 RAT 1 2 0.285714285714286
SM_ME PF00092 RAT 1 3 0.285714285714286
SM_ME PF00092 RAT 1 4 0.428571428571429
SM_ME PF00092 RAT 1 5 0.285714285714286
SM_ME PF00092 RAT 1 6 0.428571428571429
SM_ME PF00092 RAT 1 7 0.142857142857143
SM_ME PF00092 RAT 1 8 0.571428571428571
SM_ME PF00092 RAT 1 9 0
SM_ME PF00092 RAT 1 10 0.428571428571429
SM_ME PF00092 RAT 2 1 0.285714285714286
SM_ME PF00092 RAT 2 2 0.142857142857143
SM_ME PF00092 RAT 2 3 0
SM_ME PF00092 RAT 2 4 0.142857142857143
SM_ME PF00092 RAT 2 5 0.142857142857143
SM_ME PF00092 RAT 2 6 0.142857142857143
SM_ME PF00092 RAT 2 7 0
SM_ME PF00092 RAT 2 8 0.142857142857143
SM_ME PF00092 RAT 2 9 0.142857142857143
SM_ME PF00092 RAT 2 10 0.285714285714286
SM_ME PF00092 RAT 3 1 0.428571428571429
SM_ME PF00092 RAT 3 2 0.285714285714286
SM_ME PF00092 RAT 3 3 0
SM_ME PF00092 RAT 3 4 0.142857142857143
SM_ME PF00092 RAT 3 5 0.142857142857143
SM_ME PF00092 RAT 3 6 0.142857142857143
SM_ME PF00092 RAT 3 7 0.428571428571429
SM_ME PF00092 RAT 3 8 0.142857142857143
SM_ME PF00092 RAT 3 9 0.142857142857143
SM_ME PF00092 RAT 3 10 0.285714285714286
SM_ME PF00092 RAT 4 1 0.428571428571429
SM_ME PF00092 RAT 4 2 0.285714285714286
SM_ME PF00092 RAT 4 3 0.142857142857143
SM_ME PF00092 RAT 4 4 0
SM_ME PF00092 RAT 4 5 0.142857142857143
SM_ME PF00092 RAT 4 6 0
SM_ME PF00092 RAT 4 7 0.142857142857143
SM_ME PF00092 RAT 4 8 0.285714285714286
SM_ME PF00092 RAT 4 9 0
SM_ME PF00092 RAT 4 10 0.428571428571429
SM_ME PF00092 RAT 5 1 0.285714285714286
SM_ME PF00092 RAT 5 2 0.142857142857143
SM_ME PF00092 RAT 5 3 0
SM_ME PF00092 RAT 5 4 0.142857142857143
SM_ME PF00092 RAT 5 5 0.142857142857143
SM_ME PF00092 RAT 5 6 0.285714285714286
SM_ME PF00092 RAT 5 7 0.285714285714286
SM_ME PF00092 RAT 5 8 0.142857142857143
SM_ME PF00092 RAT 5 9 0
SM_ME PF00092 RAT 5 10 0.428571428571429
SM_ME PF00092 RAT 6 1 0
SM_ME PF00092 RAT 6 2 0
SM_ME PF00092 RAT 6 3 0
SM_ME PF00092 RAT 6 4 0
SM_ME PF00092 RAT 6 5 0
SM_ME PF00092 RAT 6 6 0
SM_ME PF00092 RAT 6 7 0
SM_ME PF00092 RAT 6 8 0
SM_ME PF00092 RAT 6 9 0
SM_ME PF00092 RAT 6 10 0
SM_ME PF00092 RAT 1 1 0.428571428571429
SM_ME PF00092 RAT 1 2 0.285714285714286
SM_ME PF00092 RAT 1 3 0.285714285714286
SM_ME PF00092 RAT 1 4 0.428571428571429
SM_ME PF00092 RAT 1 5 0.285714285714286
SM_ME PF00092 RAT 1 6 0.428571428571429
SM_ME PF00092 RAT 1 7 0.142857142857143
SM_ME PF00092 RAT 1 8 0.571428571428571
SM_ME PF00092 RAT 1 9 0
SM_ME PF00092 RAT 1 10 0.428571428571429
SM_ME PF00092 RAT 2 1 0.285714285714286
SM_ME PF00092 RAT 2 2 0.142857142857143
SM_ME PF00092 RAT 2 3 0
SM_ME PF00092 RAT 2 4 0.142857142857143
SM_ME PF00092 RAT 2 5 0.142857142857143
SM_ME PF00092 RAT 2 6 0.142857142857143
SM_ME PF00092 RAT 2 7 0
SM_ME PF00092 RAT 2 8 0.142857142857143
SM_ME PF00092 RAT 2 9 0.142857142857143
SM_ME PF00092 RAT 2 10 0.285714285714286
SM_ME PF00092 RAT 3 1 0.428571428571429
SM_ME PF00092 RAT 3 2 0.285714285714286
SM_ME PF00092 RAT 3 3 0
SM_ME PF00092 RAT 3 4 0.142857142857143
SM_ME PF00092 RAT 3 5 0.142857142857143
SM_ME PF00092 RAT 3 6 0.142857142857143
SM_ME PF00092 RAT 3 7 0.428571428571429
SM_ME PF00092 RAT 3 8 0.142857142857143
SM_ME PF00092 RAT 3 9 0.142857142857143
SM_ME PF00092 RAT 3 10 0.285714285714286
SM_ME PF00092 RAT 4 1 0.428571428571429
SM_ME PF00092 RAT 4 2 0.285714285714286
SM_ME PF00092 RAT 4 3 0.142857142857143
SM_ME PF00092 RAT 4 4 0
SM_ME PF00092 RAT 4 5 0.142857142857143
SM_ME PF00092 RAT 4 6 0
SM_ME PF00092 RAT 4 7 0.142857142857143
SM_ME PF00092 RAT 4 8 0.285714285714286
SM_ME PF00092 RAT 4 9 0
SM_ME PF00092 RAT 4 10 0.428571428571429
SM_ME PF00092 RAT 5 1 0.285714285714286
SM_ME PF00092 RAT 5 2 0.142857142857143
SM_ME PF00092 RAT 5 3 0
SM_ME PF00092 RAT 5 4 0.142857142857143
SM_ME PF00092 RAT 5 5 0.142857142857143
SM_ME PF00092 RAT 5 6 0.285714285714286
SM_ME PF00092 RAT 5 7 0.285714285714286
SM_ME PF00092 RAT 5 8 0.142857142857143
SM_ME PF00092 RAT 5 9 0
SM_ME PF00092 RAT 5 10 0.428571428571429
SM_ME PF00092 RAT 6 1 0
SM_ME PF00092 RAT 6 2 0
SM_ME PF00092 RAT 6 3 0
SM_ME PF00092 RAT 6 4 0
SM_ME PF00092 RAT 6 5 0
SM_ME PF00092 RAT 6 6 0
SM_ME PF00092 RAT 6 7 0
SM_ME PF00092 RAT 6 8 0
SM_ME PF00092 RAT 6 9 0
SM_ME PF00092 RAT 6 10 0
SM_ME PF00092 RAT 1 1 0.428571428571429
SM_ME PF00092 RAT 1 2 0.285714285714286
SM_ME PF00092 RAT 1 3 0.285714285714286
SM_ME PF00092 RAT 1 4 0.428571428571429
SM_ME PF00092 RAT 1 5 0.285714285714286
SM_ME PF00092 RAT 1 6 0.428571428571429
SM_ME PF00092 RAT 1 7 0.142857142857143
SM_ME PF00092 RAT 1 8 0.571428571428571
SM_ME PF00092 RAT 1 9 0
SM_ME PF00092 RAT 1 10 0.428571428571429
SM_ME PF00092 RAT 2 1 0.285714285714286
SM_ME PF00092 RAT 2 2 0.142857142857143
SM_ME PF00092 RAT 2 3 0
SM_ME PF00092 RAT 2 4 0.142857142857143
SM_ME PF00092 RAT 2 5 0.142857142857143
SM_ME PF00092 RAT 2 6 0.142857142857143
SM_ME PF00092 RAT 2 7 0
SM_ME PF00092 RAT 2 8 0.142857142857143
SM_ME PF00092 RAT 2 9 0.142857142857143
SM_ME PF00092 RAT 2 10 0.285714285714286
SM_ME PF00092 RAT 3 1 0.428571428571429
SM_ME PF00092 RAT 3 2 0.285714285714286
SM_ME PF00092 RAT 3 3 0
SM_ME PF00092 RAT 3 4 0.142857142857143
SM_ME PF00092 RAT 3 5 0.142857142857143
SM_ME PF00092 RAT 3 6 0.142857142857143
SM_ME PF00092 RAT 3 7 0.428571428571429
SM_ME PF00092 RAT 3 8 0.142857142857143
SM_ME PF00092 RAT 3 9 0.142857142857143
SM_ME PF00092 RAT 3 10 0.285714285714286
SM_ME PF00092 RAT 4 1 0.428571428571429
SM_ME PF00092 RAT 4 2 0.285714285714286
SM_ME PF00092 RAT 4 3 0.142857142857143
SM_ME PF00092 RAT 4 4 0
SM_ME PF00092 RAT 4 5 0.142857142857143
SM_ME PF00092 RAT 4 6 0
SM_ME PF00092 RAT 4 7 0.142857142857143
SM_ME PF00092 RAT 4 8 0.285714285714286
SM_ME PF00092 RAT 4 9 0
SM_ME PF00092 RAT 4 10 0.428571428571429
SM_ME PF00092 RAT 5 1 0.285714285714286
SM_ME PF00092 RAT 5 2 0.142857142857143
SM_ME PF00092 RAT 5 3 0
SM_ME PF00092 RAT 5 4 0.142857142857143
SM_ME PF00092 RAT 5 5 0.142857142857143
SM_ME PF00092 RAT 5 6 0.285714285714286
SM_ME PF00092 RAT 5 7 0.285714285714286
SM_ME PF00092 RAT 5 8 0.142857142857143
SM_ME PF00092 RAT 5 9 0
SM_ME PF00092 RAT 5 10 0.428571428571429
SM_ME PF00092 RAT 6 1 0
SM_ME PF00092 RAT 6 2 0
SM_ME PF00092 RAT 6 3 0
SM_ME PF00092 RAT 6 4 0
SM_ME PF00092 RAT 6 5 0
SM_ME PF00092 RAT 6 6 0
SM_ME PF00092 RAT 6 7 0
SM_ME PF00092 RAT 6 8 0
SM_ME PF00092 RAT 6 9 0
SM_ME PF00092 RAT 6 10 0
SM_ME PF00092 RAT 1 1 0.428571428571429
SM_ME PF00092 RAT 1 2 0.285714285714286
SM_ME PF00092 RAT 1 3 0.285714285714286
SM_ME PF00092 RAT 1 4 0.428571428571429
SM_ME PF00092 RAT 1 5 0.285714285714286
SM_ME PF00092 RAT 1 6 0.428571428571429
SM_ME PF00092 RAT 1 7 0.142857142857143
SM_ME PF00092 RAT 1 8 0.571428571428571
SM_ME PF00092 RAT 1 9 0
SM_ME PF00092 RAT 1 10 0.428571428571429
SM_ME PF00092 RAT 2 1 0.285714285714286
SM_ME PF00092 RAT 2 2 0.142857142857143
SM_ME PF00092 RAT 2 3 0
SM_ME PF00092 RAT 2 4 0.142857142857143
SM_ME PF00092 RAT 2 5 0.142857142857143
SM_ME PF00092 RAT 2 6 0.142857142857143
SM_ME PF00092 RAT 2 7 0
SM_ME PF00092 RAT 2 8 0.142857142857143
SM_ME PF00092 RAT 2 9 0.142857142857143
SM_ME PF00092 RAT 2 10 0.285714285714286
SM_ME PF00092 RAT 3 1 0.428571428571429
SM_ME PF00092 RAT 3 2 0.285714285714286
SM_ME PF00092 RAT 3 3 0
SM_ME PF00092 RAT 3 4 0.142857142857143
SM_ME PF00092 RAT 3 5 0.142857142857143
SM_ME PF00092 RAT 3 6 0.142857142857143
SM_ME PF00092 RAT 3 7 0.428571428571429
SM_ME PF00092 RAT 3 8 0.142857142857143
SM_ME PF00092 RAT 3 9 0.142857142857143
SM_ME PF00092 RAT 3 10 0.285714285714286
SM_ME PF00092 RAT 4 1 0.428571428571429
SM_ME PF00092 RAT 4 2 0.285714285714286
SM_ME PF00092 RAT 4 3 0.142857142857143
SM_ME PF00092 RAT 4 4 0
SM_ME PF00092 RAT 4 5 0.142857142857143
SM_ME PF00092 RAT 4 6 0
SM_ME PF00092 RAT 4 7 0.142857142857143
SM_ME PF00092 RAT 4 8 0.285714285714286
SM_ME PF00092 RAT 4 9 0
SM_ME PF00092 RAT 4 10 0.428571428571429
SM_ME PF00092 RAT 5 1 0.285714285714286
SM_ME PF00092 RAT 5 2 0.142857142857143
SM_ME PF00092 RAT 5 3 0
SM_ME PF00092 RAT 5 4 0.142857142857143
SM_ME PF00092 RAT 5 5 0.142857142857143
SM_ME PF00092 RAT 5 6 0.285714285714286
SM_ME PF00092 RAT 5 7 0.285714285714286
SM_ME PF00092 RAT 5 8 0.142857142857143
SM_ME PF00092 RAT 5 9 0
SM_ME PF00092 RAT 5 10 0.428571428571429
SM_ME PF00092 RAT 6 1 0
SM_ME PF00092 RAT 6 2 0
SM_ME PF00092 RAT 6 3 0
SM_ME PF00092 RAT 6 4 0
SM_ME PF00092 RAT 6 5 0
SM_ME PF00092 RAT 6 6 0
SM_ME PF00092 RAT 6 7 0
SM_ME PF00092 RAT 6 8 0
SM_ME PF00092 RAT 6 9 0
SM_ME PF00092 RAT 6 10 0
SM_ME PF00092 RAT 1 1 0.428571428571429
SM_ME PF00092 RAT 1 2 0.285714285714286
SM_ME PF00092 RAT 1 3 0.285714285714286
SM_ME PF00092 RAT 1 4 0.428571428571429
SM_ME PF00092 RAT 1 5 0.285714285714286
SM_ME PF00092 RAT 1 6 0.428571428571429
SM_ME PF00092 RAT 1 7 0.142857142857143
SM_ME PF00092 RAT 1 8 0.571428571428571
SM_ME PF00092 RAT 1 9 0
SM_ME PF00092 RAT 1 10 0.428571428571429
SM_ME PF00092 RAT 2 1 0.285714285714286
SM_ME PF00092 RAT 2 2 0.142857142857143
SM_ME PF00092 RAT 2 3 0
SM_ME PF00092 RAT 2 4 0.142857142857143
SM_ME PF00092 RAT 2 5 0.142857142857143
SM_ME PF00092 RAT 2 6 0.142857142857143
SM_ME PF00092 RAT 2 7 0
SM_ME PF00092 RAT 2 8 0.142857142857143
SM_ME PF00092 RAT 2 9 0.142857142857143
SM_ME PF00092 RAT 2 10 0.285714285714286
SM_ME PF00092 RAT 3 1 0.428571428571429
SM_ME PF00092 RAT 3 2 0.285714285714286
SM_ME PF00092 RAT 3 3 0
SM_ME PF00092 RAT 3 4 0.142857142857143
SM_ME PF00092 RAT 3 5 0.142857142857143
SM_ME PF00092 RAT 3 6 0.142857142857143
SM_ME PF00092 RAT 3 7 0.428571428571429
SM_ME PF00092 RAT 3 8 0.142857142857143
SM_ME PF00092 RAT 3 9 0.142857142857143
SM_ME PF00092 RAT 3 10 0.285714285714286
SM_ME PF00092 RAT 4 1 0.428571428571429
SM_ME PF00092 RAT 4 2 0.285714285714286
SM_ME PF00092 RAT 4 3 0.142857142857143
SM_ME PF00092 RAT 4 4 0
SM_ME PF00092 RAT 4 5 0.142857142857143
SM_ME PF00092 RAT 4 6 0
SM_ME PF00092 RAT 4 7 0.142857142857143
SM_ME PF00092 RAT 4 8 0.285714285714286
SM_ME PF00092 RAT 4 9 0
SM_ME PF00092 RAT 4 10 0.428571428571429
SM_ME PF00092 RAT 5 1 0.285714285714286
SM_ME PF00092 RAT 5 2 0.142857142857143
SM_ME PF00092 RAT 5 3 0
SM_ME PF00092 RAT 5 4 0.142857142857143
SM_ME PF00092 RAT 5 5 0.142857142857143
SM_ME PF00092 RAT 5 6 0.285714285714286
SM_ME PF00092 RAT 5 7 0.285714285714286
SM_ME PF00092 RAT 5 8 0.142857142857143
SM_ME PF00092 RAT 5 9 0
SM_ME PF00092 RAT 5 10 0.428571428571429
SM_ME PF00092 RAT 6 1 0
SM_ME PF00092 RAT 6 2 0
SM_ME PF00092 RAT 6 3 0
SM_ME PF00092 RAT 6 4 0
SM_ME PF00092 RAT 6 5 0
SM_ME PF00092 RAT 6 6 0
SM_ME PF00092 RAT 6 7 0
SM_ME PF00092 RAT 6 8 0
SM_ME PF00092 RAT 6 9 0
SM_ME PF00092 RAT 6 10 0
SM_ML PF00092 RAT 1 1 0.428571428571429
SM_ML PF00092 RAT 1 2 0.142857142857143
SM_ML PF00092 RAT 1 3 0.428571428571429
SM_ML PF00092 RAT 1 4 0.428571428571429
SM_ML PF00092 RAT 1 5 0.285714285714286
SM_ML PF00092 RAT 1 6 0.428571428571429
SM_ML PF00092 RAT 1 7 0.285714285714286
SM_ML PF00092 RAT 1 8 0.571428571428571
SM_ML PF00092 RAT 1 9 0.285714285714286
SM_ML PF00092 RAT 1 10 0.285714285714286
SM_ML PF00092 RAT 2 1 0.428571428571429
SM_ML PF00092 RAT 2 2 0.142857142857143
SM_ML PF00092 RAT 2 3 0.285714285714286
SM_ML PF00092 RAT 2 4 0.285714285714286
SM_ML PF00092 RAT 2 5 0.285714285714286
SM_ML PF00092 RAT 2 6 0.428571428571429
SM_ML PF00092 RAT 2 7 0.142857142857143
SM_ML PF00092 RAT 2 8 0.142857142857143
SM_ML PF00092 RAT 2 9 0.285714285714286
SM_ML PF00092 RAT 2 10 0.285714285714286
SM_ML PF00092 RAT 3 1 0.285714285714286
SM_ML PF00092 RAT 3 2 0.285714285714286
SM_ML PF00092 RAT 3 3 0.285714285714286
SM_ML PF00092 RAT 3 4 0.285714285714286
SM_ML PF00092 RAT 3 5 0
SM_ML PF00092 RAT 3 6 0.142857142857143
SM_ML PF00092 RAT 3 7 0.285714285714286
SM_ML PF00092 RAT 3 8 0.142857142857143
SM_ML PF00092 RAT 3 9 0
SM_ML PF00092 RAT 3 10 0.285714285714286
SM_ML PF00092 RAT 4 1 0.285714285714286
SM_ML PF00092 RAT 4 2 0.285714285714286
SM_ML PF00092 RAT 4 3 0.285714285714286
SM_ML PF00092 RAT 4 4 0.285714285714286
SM_ML PF00092 RAT 4 5 0.285714285714286
SM_ML PF00092 RAT 4 6 0.142857142857143
SM_ML PF00092 RAT 4 7 0.285714285714286
SM_ML PF00092 RAT 4 8 0.142857142857143
SM_ML PF00092 RAT 4 9 0.142857142857143
SM_ML PF00092 RAT 4 10 0.285714285714286
SM_ML PF00092 RAT 5 1 0.285714285714286
SM_ML PF00092 RAT 5 2 0.285714285714286
SM_ML PF00092 RAT 5 3 0.285714285714286
SM_ML PF00092 RAT 5 4 0.285714285714286
SM_ML PF00092 RAT 5 5 0.285714285714286
SM_ML PF00092 RAT 5 6 0.285714285714286
SM_ML PF00092 RAT 5 7 0.285714285714286
SM_ML PF00092 RAT 5 8 0.142857142857143
SM_ML PF00092 RAT 5 9 0.285714285714286
SM_ML PF00092 RAT 5 10 0.285714285714286
SM_ML PF00092 RAT 6 1 0.285714285714286
SM_ML PF00092 RAT 6 2 0.285714285714286
SM_ML PF00092 RAT 6 3 0.285714285714286
SM_ML PF00092 RAT 6 4 0.285714285714286
SM_ML PF00092 RAT 6 5 0.285714285714286
SM_ML PF00092 RAT 6 6 0.285714285714286
SM_ML PF00092 RAT 6 7 0.285714285714286
SM_ML PF00092 RAT 6 8 0.285714285714286
SM_ML PF00092 RAT 6 9 0.285714285714286
SM_ML PF00092 RAT 6 10 0.285714285714286
SM_ML PF00092 RAT 1 1 0.428571428571429
SM_ML PF00092 RAT 1 2 0.142857142857143
SM_ML PF00092 RAT 1 3 0.428571428571429
SM_ML PF00092 RAT 1 4 0.428571428571429
SM_ML PF00092 RAT 1 5 0.285714285714286
SM_ML PF00092 RAT 1 6 0.428571428571429
SM_ML PF00092 RAT 1 7 0.285714285714286
SM_ML PF00092 RAT 1 8 0.571428571428571
SM_ML PF00092 RAT 1 9 0.285714285714286
SM_ML PF00092 RAT 1 10 0.285714285714286
SM_ML PF00092 RAT 2 1 0.428571428571429
SM_ML PF00092 RAT 2 2 0.142857142857143
SM_ML PF00092 RAT 2 3 0.285714285714286
SM_ML PF00092 RAT 2 4 0.285714285714286
SM_ML PF00092 RAT 2 5 0.285714285714286
SM_ML PF00092 RAT 2 6 0.428571428571429
SM_ML PF00092 RAT 2 7 0.142857142857143
SM_ML PF00092 RAT 2 8 0.142857142857143
SM_ML PF00092 RAT 2 9 0.285714285714286
SM_ML PF00092 RAT 2 10 0.285714285714286
SM_ML PF00092 RAT 3 1 0.285714285714286
SM_ML PF00092 RAT 3 2 0.285714285714286
SM_ML PF00092 RAT 3 3 0.285714285714286
SM_ML PF00092 RAT 3 4 0.285714285714286
SM_ML PF00092 RAT 3 5 0
SM_ML PF00092 RAT 3 6 0.142857142857143
SM_ML PF00092 RAT 3 7 0.285714285714286
SM_ML PF00092 RAT 3 8 0.142857142857143
SM_ML PF00092 RAT 3 9 0
SM_ML PF00092 RAT 3 10 0.285714285714286
SM_ML PF00092 RAT 4 1 0.285714285714286
SM_ML PF00092 RAT 4 2 0.285714285714286
SM_ML PF00092 RAT 4 3 0.285714285714286
SM_ML PF00092 RAT 4 4 0.285714285714286
SM_ML PF00092 RAT 4 5 0.285714285714286
SM_ML PF00092 RAT 4 6 0.142857142857143
SM_ML PF00092 RAT 4 7 0.285714285714286
SM_ML PF00092 RAT 4 8 0.142857142857143
SM_ML PF00092 RAT 4 9 0.142857142857143
SM_ML PF00092 RAT 4 10 0.285714285714286
SM_ML PF00092 RAT 5 1 0.285714285714286
SM_ML PF00092 RAT 5 2 0.285714285714286
SM_ML PF00092 RAT 5 3 0.285714285714286
SM_ML PF00092 RAT 5 4 0.285714285714286
SM_ML PF00092 RAT 5 5 0.285714285714286
SM_ML PF00092 RAT 5 6 0.285714285714286
SM_ML PF00092 RAT 5 7 0.285714285714286
SM_ML PF00092 RAT 5 8 0.142857142857143
SM_ML PF00092 RAT 5 9 0.285714285714286
SM_ML PF00092 RAT 5 10 0.285714285714286
SM_ML PF00092 RAT 6 1 0.285714285714286
SM_ML PF00092 RAT 6 2 0.285714285714286
SM_ML PF00092 RAT 6 3 0.285714285714286
SM_ML PF00092 RAT 6 4 0.285714285714286
SM_ML PF00092 RAT 6 5 0.285714285714286
SM_ML PF00092 RAT 6 6 0.285714285714286
SM_ML PF00092 RAT 6 7 0.285714285714286
SM_ML PF00092 RAT 6 8 0.285714285714286
SM_ML PF00092 RAT 6 9 0.285714285714286
SM_ML PF00092 RAT 6 10 0.285714285714286
SM_ML PF00092 RAT 1 1 0.428571428571429
SM_ML PF00092 RAT 1 2 0.142857142857143
SM_ML PF00092 RAT 1 3 0.428571428571429
SM_ML PF00092 RAT 1 4 0.428571428571429
SM_ML PF00092 RAT 1 5 0.285714285714286
SM_ML PF00092 RAT 1 6 0.428571428571429
SM_ML PF00092 RAT 1 7 0.285714285714286
SM_ML PF00092 RAT 1 8 0.571428571428571
SM_ML PF00092 RAT 1 9 0.285714285714286
SM_ML PF00092 RAT 1 10 0.285714285714286
SM_ML PF00092 RAT 2 1 0.428571428571429
SM_ML PF00092 RAT 2 2 0.142857142857143
SM_ML PF00092 RAT 2 3 0.285714285714286
SM_ML PF00092 RAT 2 4 0.285714285714286
SM_ML PF00092 RAT 2 5 0.285714285714286
SM_ML PF00092 RAT 2 6 0.428571428571429
SM_ML PF00092 RAT 2 7 0.142857142857143
SM_ML PF00092 RAT 2 8 0.142857142857143
SM_ML PF00092 RAT 2 9 0.285714285714286
SM_ML PF00092 RAT 2 10 0.285714285714286
SM_ML PF00092 RAT 3 1 0.285714285714286
SM_ML PF00092 RAT 3 2 0.285714285714286
SM_ML PF00092 RAT 3 3 0.285714285714286
SM_ML PF00092 RAT 3 4 0.285714285714286
SM_ML PF00092 RAT 3 5 0
SM_ML PF00092 RAT 3 6 0.142857142857143
SM_ML PF00092 RAT 3 7 0.285714285714286
SM_ML PF00092 RAT 3 8 0.142857142857143
SM_ML PF00092 RAT 3 9 0
SM_ML PF00092 RAT 3 10 0.285714285714286
SM_ML PF00092 RAT 4 1 0.285714285714286
SM_ML PF00092 RAT 4 2 0.285714285714286
SM_ML PF00092 RAT 4 3 0.285714285714286
SM_ML PF00092 RAT 4 4 0.285714285714286
SM_ML PF00092 RAT 4 5 0.285714285714286
SM_ML PF00092 RAT 4 6 0.142857142857143
SM_ML PF00092 RAT 4 7 0.285714285714286
SM_ML PF00092 RAT 4 8 0.142857142857143
SM_ML PF00092 RAT 4 9 0.142857142857143
SM_ML PF00092 RAT 4 10 0.285714285714286
SM_ML PF00092 RAT 5 1 0.285714285714286
SM_ML PF00092 RAT 5 2 0.285714285714286
SM_ML PF00092 RAT 5 3 0.285714285714286
SM_ML PF00092 RAT 5 4 0.285714285714286
SM_ML PF00092 RAT 5 5 0.285714285714286
SM_ML PF00092 RAT 5 6 0.285714285714286
SM_ML PF00092 RAT 5 7 0.285714285714286
SM_ML PF00092 RAT 5 8 0.142857142857143
SM_ML PF00092 RAT 5 9 0.285714285714286
SM_ML PF00092 RAT 5 10 0.285714285714286
SM_ML PF00092 RAT 6 1 0.285714285714286
SM_ML PF00092 RAT 6 2 0.285714285714286
SM_ML PF00092 RAT 6 3 0.285714285714286
SM_ML PF00092 RAT 6 4 0.285714285714286
SM_ML PF00092 RAT 6 5 0.285714285714286
SM_ML PF00092 RAT 6 6 0.285714285714286
SM_ML PF00092 RAT 6 7 0.285714285714286
