family	group	method	percent_ref	avg_BS
family_162	group4 len = 60	Supermatrix-ML	0.883666666666667	0.716864583333333
family_163	group4 len = 60	Supermatrix-ML	0.887666666666667	0.652583333333333
family_164	group4 len = 60	Supermatrix-ML	0.820333333333333	0.63134375
family_165	group4 len = 60	Supermatrix-ML	0.728666666666667	0.52809375
family_166	group4 len = 60	Supermatrix-ML	0.941333333333333	0.736875
family_167	group4 len = 60	Supermatrix-ML	0.929	0.661479166666667
family_168	group4 len = 60	Supermatrix-ML	0.926333333333333	0.465208333333333
family_169	group4 len = 60	Supermatrix-ML	0.975333333333333	0.709520833333333
family_170	group4 len = 60	Supermatrix-ML	0.783333333333333	0.462520833333333
family_171	group4 len = 60	Supermatrix-ML	0.595666666666667	0.576072916666667
family_172	group4 len = 60	Supermatrix-ML	0.981333333333333	0.73990625
family_173	group4 len = 60	Supermatrix-ML	0.933	0.606989583333333
family_174	group4 len = 60	Supermatrix-ML	0.778666666666667	0.58475
family_175	group4 len = 60	Supermatrix-ML	0.785333333333333	0.614760416666667
family_176	group4 len = 60	Supermatrix-ML	0.925333333333333	0.578947916666667
family_177	group4 len = 60	Supermatrix-ML	0.816666666666667	0.604614583333333
family_178	group4 len = 60	Supermatrix-ML	0.939333333333333	0.601760416666667
family_179	group4 len = 60	Supermatrix-ML	0.668	0.367635416666667
family_180	group4 len = 60	Supermatrix-ML	0.866333333333333	0.575114583333333
family_181	group4 len = 60	Supermatrix-ML	0.900666666666667	0.583572916666667
family_182	group4 len = 60	Supermatrix-ML	0.905	0.647552083333333
family_183	group4 len = 60	Supermatrix-ML	0.823666666666667	0.460645833333333
family_184	group4 len = 60	Supermatrix-ML	0.719333333333333	0.448427083333333
family_185	group4 len = 60	Supermatrix-ML	0.745333333333333	0.553635416666667
family_186	group4 len = 60	Supermatrix-ML	0.878	0.663708333333333
family_187	group4 len = 60	Supermatrix-ML	0.885666666666667	0.731739583333333
family_188	group4 len = 60	Supermatrix-ML	0.838333333333333	0.58346875
family_189	group4 len = 60	Supermatrix-ML	0.858	0.63284375
family_190	group4 len = 60	Supermatrix-ML	0.629	0.471354166666667
family_191	group4 len = 60	Supermatrix-ML	0.732333333333333	0.444072916666667
family_192	group4 len = 60	Supermatrix-ML	0.898333333333333	0.629229166666667
family_193	group4 len = 60	Supermatrix-ML	0.882333333333333	0.639052083333333
family_194	group4 len = 60	Supermatrix-ML	0.782333333333333	0.698177083333333
family_195	group4 len = 60	Supermatrix-ML	0.728333333333333	0.55096875
family_196	group4 len = 60	Supermatrix-ML	0.704333333333333	0.610416666666667
family_197	group4 len = 60	Supermatrix-ML	0.691333333333333	0.657583333333333
family_198	group4 len = 60	Supermatrix-ML	0.692333333333333	0.519989583333333
family_199	group4 len = 60	Supermatrix-ML	0.845666666666667	0.628947916666667
family_200	group4 len = 60	Supermatrix-ML	0.785333333333333	0.591802083333333
family_201	group3 len = 50	Supermatrix-ML	0.952	0.632197916666667
family_202	group3 len = 50	Supermatrix-ML	0.781333333333333	0.553989583333333
family_203	group3 len = 50	Supermatrix-ML	0.883	0.549020833333333
family_204	group3 len = 50	Supermatrix-ML	0.639333333333333	0.53190625
family_205	group3 len = 50	Supermatrix-ML	0.775	0.54665625
family_206	group3 len = 50	Supermatrix-ML	0.896666666666667	0.648916666666667
family_207	group3 len = 50	Supermatrix-ML	0.772333333333333	0.478
family_208	group3 len = 50	Supermatrix-ML	0.807	0.567979166666667
family_209	group3 len = 50	Supermatrix-ML	0.638666666666667	0.500229166666667
family_210	group3 len = 50	Supermatrix-ML	0.783666666666667	0.44734375
family_211	group3 len = 50	Supermatrix-ML	0.573	0.515875
family_212	group3 len = 50	Supermatrix-ML	0.633	0.52084375
family_213	group3 len = 50	Supermatrix-ML	0.630333333333333	0.590166666666667
family_214	group3 len = 50	Supermatrix-ML	0.822333333333333	0.549427083333333
family_215	group3 len = 50	Supermatrix-ML	0.718	0.480333333333333
family_216	group3 len = 50	Supermatrix-ML	0.902666666666667	0.663791666666667
family_217	group3 len = 50	Supermatrix-ML	0.979	0.669239583333333
family_218	group3 len = 50	Supermatrix-ML	0.518666666666667	0.50959375
family_219	group3 len = 50	Supermatrix-ML	0.690666666666667	0.6544375
family_220	group3 len = 50	Supermatrix-ML	0.916	0.55203125
family_221	group3 len = 50	Supermatrix-ML	0.685333333333333	0.526572916666667
family_222	group3 len = 50	Supermatrix-ML	0.754333333333333	0.5828125
family_223	group3 len = 50	Supermatrix-ML	0.799333333333333	0.70546875
family_224	group3 len = 50	Supermatrix-ML	0.885	0.629135416666667
family_225	group3 len = 50	Supermatrix-ML	0.753	0.485697916666667
family_226	group3 len = 50	Supermatrix-ML	0.759333333333333	0.590927083333333
family_227	group3 len = 50	Supermatrix-ML	0.778	0.635270833333333
family_228	group3 len = 50	Supermatrix-ML	0.891333333333333	0.457895833333333
family_229	group3 len = 50	Supermatrix-ML	0.853666666666667	0.611135416666667
family_230	group3 len = 50	Supermatrix-ML	0.823	0.616489583333333
family_231	group3 len = 50	Supermatrix-ML	0.689	0.396177083333333
family_232	group3 len = 50	Supermatrix-ML	0.796666666666667	0.604895833333333
family_233	group3 len = 50	Supermatrix-ML	0.825333333333333	0.614260416666667
family_234	group3 len = 50	Supermatrix-ML	0.839333333333333	0.519427083333333
family_235	group3 len = 50	Supermatrix-ML	0.541333333333333	0.518739583333333
family_236	group3 len = 50	Supermatrix-ML	0.716	0.476552083333333
family_237	group3 len = 50	Supermatrix-ML	0.901	0.5311875
family_238	group3 len = 50	Supermatrix-ML	0.7	0.5911875
family_239	group3 len = 50	Supermatrix-ML	0.817	0.567125
family_240	group3 len = 50	Supermatrix-ML	0.531666666666667	0.547197916666667
family_241	group3 len = 50	Supermatrix-ML	0.860666666666667	0.5995
family_242	group3 len = 50	Supermatrix-ML	0.82	0.58890625
family_243	group3 len = 50	Supermatrix-ML	0.884333333333333	0.586583333333333
family_244	group3 len = 50	Supermatrix-ML	0.795	0.6228125
family_245	group3 len = 50	Supermatrix-ML	0.882666666666667	0.630541666666667
family_246	group3 len = 50	Supermatrix-ML	0.817333333333333	0.585322916666667
family_247	group3 len = 50	Supermatrix-ML	0.791666666666667	0.613010416666667
family_248	group3 len = 50	Supermatrix-ML	0.787	0.526989583333333
family_249	group3 len = 50	Supermatrix-ML	0.875333333333333	0.641125
family_250	group3 len = 50	Supermatrix-ML	0.773666666666667	0.495041666666667
family_251	group3 len = 50	Supermatrix-ML	0.890333333333333	0.567197916666667
family_252	group3 len = 50	Supermatrix-ML	0.832333333333333	0.49703125
family_253	group3 len = 50	Supermatrix-ML	0.806333333333333	0.631302083333333
family_254	group3 len = 50	Supermatrix-ML	0.763333333333333	0.615145833333333
family_255	group3 len = 50	Supermatrix-ML	0.731	0.6005625
family_256	group3 len = 50	Supermatrix-ML	0.936333333333333	0.714916666666667
family_257	group3 len = 50	Supermatrix-ML	0.867666666666667	0.5551875
family_258	group3 len = 50	Supermatrix-ML	0.862	0.60859375
family_259	group3 len = 50	Supermatrix-ML	0.632666666666667	0.369895833333333
family_260	group3 len = 50	Supermatrix-ML	0.672666666666667	0.601239583333333
family_261	group3 len = 50	Supermatrix-ML	0.769333333333333	0.522364583333333
family_262	group3 len = 50	Supermatrix-ML	0.648333333333333	0.52809375
family_263	group3 len = 50	Supermatrix-ML	0.571666666666667	0.421427083333333
family_264	group3 len = 50	Supermatrix-ML	0.878	0.59290625
family_265	group3 len = 50	Supermatrix-ML	0.743333333333333	0.469708333333333
family_266	group3 len = 50	Supermatrix-ML	0.780333333333333	0.58115625
family_267	group3 len = 50	Supermatrix-ML	0.864	0.694385416666667
family_268	group3 len = 50	Supermatrix-ML	0.813333333333333	0.593927083333333
family_269	group3 len = 50	Supermatrix-ML	0.697333333333333	0.52515625
family_270	group3 len = 50	Supermatrix-ML	0.818333333333333	0.64534375
family_271	group3 len = 50	Supermatrix-ML	0.734	0.576197916666667
family_272	group3 len = 50	Supermatrix-ML	0.955666666666667	0.701552083333333
family_273	group3 len = 50	Supermatrix-ML	0.671	0.409958333333333
family_274	group3 len = 50	Supermatrix-ML	0.767666666666667	0.502083333333333
family_275	group3 len = 50	Supermatrix-ML	0.841	0.502427083333333
family_276	group3 len = 50	Supermatrix-ML	0.778333333333333	0.732958333333333
family_277	group3 len = 50	Supermatrix-ML	0.950666666666667	0.689625
family_278	group3 len = 50	Supermatrix-ML	0.716	0.542395833333333
family_279	group3 len = 50	Supermatrix-ML	0.848333333333333	0.523635416666667
family_280	group3 len = 50	Supermatrix-ML	0.780666666666667	0.56575
family_281	group3 len = 50	Supermatrix-ML	0.631666666666667	0.52571875
family_282	group3 len = 50	Supermatrix-ML	0.743333333333333	0.471520833333333
family_283	group3 len = 50	Supermatrix-ML	0.324666666666667	0.190145833333333
family_284	group3 len = 50	Supermatrix-ML	0.730333333333333	0.592291666666667
family_285	group3 len = 50	Supermatrix-ML	0.690666666666667	0.462270833333333
family_286	group3 len = 50	Supermatrix-ML	0.866333333333333	0.595354166666667
family_287	group3 len = 50	Supermatrix-ML	0.757	0.513666666666667
family_288	group3 len = 50	Supermatrix-ML	0.871	0.552927083333333
family_289	group3 len = 50	Supermatrix-ML	0.872	0.651864583333333
family_290	group3 len = 50	Supermatrix-ML	0.526666666666667	0.381989583333333
family_291	group3 len = 50	Supermatrix-ML	0.660666666666667	0.418635416666667
family_292	group3 len = 50	Supermatrix-ML	0.654	0.480229166666667
family_293	group3 len = 50	Supermatrix-ML	0.732	0.592947916666667
family_294	group3 len = 50	Supermatrix-ML	0.967	0.70865625
family_295	group3 len = 50	Supermatrix-ML	0.516333333333333	0.431083333333333
family_296	group3 len = 50	Supermatrix-ML	0.794666666666667	0.477677083333333
family_297	group3 len = 50	Supermatrix-ML	0.680666666666667	0.619947916666667
family_298	group3 len = 50	Supermatrix-ML	0.738333333333333	0.560260416666667
family_299	group3 len = 50	Supermatrix-ML	0.803333333333333	0.482114583333333
family_300	group3 len = 50	Supermatrix-ML	0.585666666666667	0.470770833333333
family_301	group2 len = 46	Supermatrix-ML	0.808333333333333	0.64940625
family_302	group2 len = 46	Supermatrix-ML	0.665	0.602541666666667
family_303	group2 len = 46	Supermatrix-ML	0.712	0.503854166666667
family_304	group2 len = 46	Supermatrix-ML	0.772	0.525375
family_305	group2 len = 46	Supermatrix-ML	0.921666666666667	0.6023125
family_306	group2 len = 46	Supermatrix-ML	0.751333333333333	0.52525
family_307	group2 len = 46	Supermatrix-ML	0.859	0.462479166666667
family_308	group2 len = 46	Supermatrix-ML	0.746	0.5619375
family_309	group2 len = 46	Supermatrix-ML	0.548333333333333	0.444270833333333
family_310	group2 len = 46	Supermatrix-ML	0.577	0.377677083333333
family_311	group2 len = 46	Supermatrix-ML	0.721666666666667	0.449875
family_312	group2 len = 46	Supermatrix-ML	0.932	0.587802083333333
family_313	group2 len = 46	Supermatrix-ML	0.898333333333333	0.706697916666667
family_314	group2 len = 46	Supermatrix-ML	0.915666666666667	0.586041666666667
family_315	group2 len = 46	Supermatrix-ML	0.751666666666667	0.381854166666667
family_316	group2 len = 46	Supermatrix-ML	0.685	0.556760416666667
family_317	group2 len = 46	Supermatrix-ML	0.605666666666667	0.609822916666667
family_318	group2 len = 46	Supermatrix-ML	0.501333333333333	0.368020833333333
family_319	group2 len = 46	Supermatrix-ML	0.916666666666667	0.550979166666667
family_320	group2 len = 46	Supermatrix-ML	0.629	0.47928125
family_321	group2 len = 46	Supermatrix-ML	0.741666666666667	0.476635416666667
family_322	group2 len = 46	Supermatrix-ML	0.538	0.476135416666667
family_323	group2 len = 46	Supermatrix-ML	0.685666666666667	0.546270833333333
family_324	group2 len = 46	Supermatrix-ML	0.855333333333333	0.545145833333333
family_325	group2 len = 46	Supermatrix-ML	0.933333333333333	0.541072916666667
family_326	group2 len = 46	Supermatrix-ML	0.767666666666667	0.431135416666667
family_327	group2 len = 46	Supermatrix-ML	0.759333333333333	0.582760416666667
family_328	group2 len = 46	Supermatrix-ML	0.589333333333333	0.514645833333333
family_329	group2 len = 46	Supermatrix-ML	0.860666666666667	0.502489583333333
family_330	group2 len = 46	Supermatrix-ML	0.796333333333333	0.5426875
family_331	group2 len = 46	Supermatrix-ML	0.572	0.44371875
family_332	group2 len = 46	Supermatrix-ML	0.698	0.386177083333333
family_333	group2 len = 46	Supermatrix-ML	0.548333333333333	0.36925
family_334	group2 len = 46	Supermatrix-ML	0.875	0.5533125
family_335	group2 len = 46	Supermatrix-ML	0.714333333333333	0.516416666666667
family_336	group2 len = 46	Supermatrix-ML	0.567	0.445114583333333
family_337	group2 len = 46	Supermatrix-ML	0.755	0.532354166666667
family_338	group2 len = 46	Supermatrix-ML	0.731333333333333	0.58675
family_339	group2 len = 46	Supermatrix-ML	0.824666666666667	0.5046875
family_340	group2 len = 46	Supermatrix-ML	0.848	0.609239583333333
family_341	group2 len = 46	Supermatrix-ML	0.749333333333333	0.653760416666667
family_342	group2 len = 46	Supermatrix-ML	0.793666666666667	0.571739583333333
family_343	group2 len = 46	Supermatrix-ML	0.889333333333333	0.595302083333333
family_344	group2 len = 46	Supermatrix-ML	0.808666666666667	0.4735625
family_345	group2 len = 46	Supermatrix-ML	0.532666666666667	0.421291666666667
family_346	group2 len = 46	Supermatrix-ML	0.589333333333333	0.53778125
family_347	group2 len = 46	Supermatrix-ML	0.756666666666667	0.43546875
family_348	group2 len = 46	Supermatrix-ML	0.922	0.55103125
family_349	group2 len = 46	Supermatrix-ML	0.656333333333333	0.456083333333333
family_350	group2 len = 46	Supermatrix-ML	0.726	0.528791666666667
family_351	group2 len = 46	Supermatrix-ML	0.523333333333333	0.466760416666667
family_352	group2 len = 46	Supermatrix-ML	0.841333333333333	0.487979166666667
family_353	group2 len = 46	Supermatrix-ML	0.777333333333333	0.5658125
family_354	group2 len = 46	Supermatrix-ML	0.394666666666667	0.42525
family_355	group2 len = 46	Supermatrix-ML	0.814666666666667	0.629760416666667
family_356	group2 len = 46	Supermatrix-ML	0.843666666666667	0.551802083333333
family_357	group2 len = 46	Supermatrix-ML	0.811333333333333	0.515833333333333
family_358	group2 len = 46	Supermatrix-ML	0.821	0.473052083333333
family_359	group2 len = 46	Supermatrix-ML	0.435666666666667	0.323510416666667
family_360	group2 len = 46	Supermatrix-ML	0.873333333333333	0.587104166666667
family_361	group2 len = 46	Supermatrix-ML	0.874666666666667	0.625239583333333
family_362	group2 len = 46	Supermatrix-ML	0.743	0.528197916666667
family_363	group2 len = 46	Supermatrix-ML	0.890333333333333	0.597291666666667
family_364	group2 len = 46	Supermatrix-ML	0.787	0.660364583333333
family_365	group2 len = 46	Supermatrix-ML	0.752	0.410125
family_366	group2 len = 46	Supermatrix-ML	0.885666666666667	0.449520833333333
family_367	group2 len = 46	Supermatrix-ML	0.920333333333333	0.562854166666667
family_368	group2 len = 46	Supermatrix-ML	0.572666666666667	0.480333333333333
family_369	group2 len = 46	Supermatrix-ML	0.842333333333333	0.512916666666667
family_370	group2 len = 46	Supermatrix-ML	0.829666666666667	0.735333333333333
family_371	group2 len = 46	Supermatrix-ML	0.536	0.497385416666667
family_372	group2 len = 46	Supermatrix-ML	0.648666666666667	0.4259375
family_373	group2 len = 46	Supermatrix-ML	0.894333333333333	0.522510416666667
family_374	group2 len = 46	Supermatrix-ML	0.821333333333333	0.518854166666667
family_375	group2 len = 46	Supermatrix-ML	0.788333333333333	0.5960625
family_376	group2 len = 46	Supermatrix-ML	0.550333333333333	0.395916666666667
family_377	group2 len = 46	Supermatrix-ML	0.732333333333333	0.624479166666667
family_378	group2 len = 46	Supermatrix-ML	0.798	0.516375
family_379	group2 len = 46	Supermatrix-ML	0.743	0.5544375
family_380	group2 len = 46	Supermatrix-ML	0.714666666666667	0.51840625
family_381	group2 len = 46	Supermatrix-ML	0.861666666666667	0.535114583333333
family_382	group2 len = 46	Supermatrix-ML	0.525666666666667	0.404260416666667
family_383	group2 len = 46	Supermatrix-ML	0.907	0.480927083333333
family_384	group2 len = 46	Supermatrix-ML	0.707666666666667	0.474375
family_385	group2 len = 46	Supermatrix-ML	0.498	0.456979166666667
family_386	group2 len = 46	Supermatrix-ML	0.676	0.555520833333333
family_387	group2 len = 46	Supermatrix-ML	0.654666666666667	0.493885416666667
